# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "6" "-t" "exon" "-g" "gene_id" "-a" "./GTF_File/PT_genome_merged_DN001.gtf" "-o" "LHCX_result.txt" "./SamFile/Merged_WT_LL_1.sam" "./SamFile/Merged_WT_LL_2.sam" "./SamFile/Merged_WT_LL_3.sam" "./SamFile/Merged_WT_HL_1.sam" "./SamFile/Merged_WT_HL_2.sam" "./SamFile/Merged_WT_HL_3.sam" "./SamFile/Merged_LHCX_LL_1.sam" "./SamFile/Merged_LHCX_LL_2.sam" "./SamFile/Merged_LHCX_LL_3.sam" "./SamFile/Merged_LHCX_HL_1.sam" "./SamFile/Merged_LHCX_HL_2.sam" "./SamFile/Merged_LHCX_HL_3.sam" 
Geneid	Chr	Start	End	Strand	Length	./SamFile/Merged_WT_LL_1.sam	./SamFile/Merged_WT_LL_2.sam	./SamFile/Merged_WT_LL_3.sam	./SamFile/Merged_WT_HL_1.sam	./SamFile/Merged_WT_HL_2.sam	./SamFile/Merged_WT_HL_3.sam	./SamFile/Merged_LHCX_LL_1.sam	./SamFile/Merged_LHCX_LL_2.sam	./SamFile/Merged_LHCX_LL_3.sam	./SamFile/Merged_LHCX_HL_1.sam	./SamFile/Merged_LHCX_HL_2.sam	./SamFile/Merged_LHCX_HL_3.sam
Phatr3_J42577	1;1;1;1;1	483744;484385;484728;485000;486178	483914;484645;484944;486101;486756	+;+;+;+;+	2330	941	974	1171	1718	2238	2066	1072	4489	1049	701	2321	1186
Phatr3_J42578	1	486840	487259	-	420	290	274	237	301	486	258	259	1168	175	270	1149	553
Phatr3_J31599	1	487840	489255	-	1416	373	318	391	235	387	273	308	1536	281	355	1180	669
Phatr3_J9321	1	489918	493649	+	3732	895	982	1030	927	1542	868	703	3268	647	902	2995	1852
Phatr3_EG01858	1;1	493744;494607	494508;494699	-;-	858	31	15	17	25	53	25	21	140	23	11	62	16
Phatr3_J51305	1;1	494029;495739	495666;496359	+;+	2259	10687	11534	12981	925	1351	1188	3442	15880	2770	2874	14451	5553
Phatr3_J42584	1;1;1	497322;498074;499169	497990;499103;500793	-;-;-	3324	1716	1833	1829	1857	3161	1212	1073	5684	792	1521	4647	3108
Phatr3_EG02197	1;1	501504;502146	502141;502404	-;-	897	471	356	414	395	490	415	460	2464	336	243	745	445
Phatr3_EG02191	1	502836	503345	-	510	130	144	159	85	123	88	133	793	156	127	415	218
Phatr3_J42585	1	503862	505196	+	1335	962	1083	980	579	914	569	1066	4837	912	772	2785	1225
Phatr3_J42586	1;1;1	506137;506358;507730	506227;507648;508791	+;+;+	2444	11992	14342	13763	4816	6624	3854	15617	73738	13162	8575	27706	14296
Phatr3_J42587	1	508800	511985	-	3186	1018	956	905	767	1149	754	859	3927	733	1025	3615	2021
Phatr3_J42588	1;1	512783;514463	514380;515142	+;+	2278	1245	1343	1489	798	1266	653	1245	6266	1059	1081	4067	1747
Phatr3_J17300	1;1	515277;516314	516167;516775	-;-	1353	687	733	873	505	727	680	450	2236	489	409	1866	1004
Phatr3_J42590	1	517453	519357	+	1905	4115	3626	4061	3264	5483	2734	2402	10700	1652	2671	9323	6171
Phatr3_J42591	1	519519	522182	-	2664	795	726	770	751	1372	734	675	3025	516	848	2819	1569
Phatr3_J42592	1;1;1;1	522604;522788;522945;525591	522677;522836;525509;526448	+;+;+;+	3546	672	726	868	834	1157	1134	554	2540	551	593	1868	1271
Phatr3_J42593	1;1	526866;528591	528536;529115	+;+	2196	819	819	820	690	1078	720	691	3737	539	816	2813	1446
Phatr3_J42594	1	529615	530676	+	1062	166	147	156	156	297	130	75	453	69	130	529	264
Phatr3_J42595	1	530743	532443	-	1701	402	324	308	417	649	327	373	1596	293	422	1376	715
Phatr3_J31617	1;1	533202;533715	533616;533836	+;+	537	328	267	306	306	456	432	264	1501	238	174	677	274
Phatr3_J42596	1;1	534320;534964	534877;536709	+;+	2304	979	814	798	975	1430	868	741	3577	590	764	2697	1434
Phatr3_J31619	1	536715	537518	-	804	145	91	126	116	223	125	122	650	126	280	1119	442
Phatr3_J31620	1	538074	538640	+	567	167	143	186	151	222	203	104	583	127	161	611	284
Phatr3_EG01797	1;1	539467;540213	540072;540932	+;+	1326	686	536	573	496	687	395	480	2211	401	553	1775	1006
Phatr3_J974	1;1;1	541437;541682;542436	541496;542359;545318	+;+;+	3621	1646	1704	1719	1783	2420	1917	1425	7602	1082	1627	5906	2975
Phatr3_J17304	1	545429	546814	-	1386	1826	1439	1687	1441	1792	2015	1289	5507	986	989	3817	1914
Phatr3_J9283	1	547479	549590	-	2112	1081	969	1156	896	1375	1252	854	4025	692	724	2644	1471
Phatr3_J42600	1;1	549900;550876	550835;550890	-;-	951	1117	1097	1021	576	1002	775	1032	5062	1063	1308	4382	2052
Phatr3_J31625	1;1;1	552882;553221;553323	553131;553253;553639	-;-;-	600	545	412	436	454	530	319	397	2294	291	424	1509	763
Phatr3_J9653	1	554176	555771	-	1596	1462	1196	1366	1156	1621	1103	1074	5460	891	895	3318	1619
Phatr3_J24439	1;1	556530;556961	556891;557887	+;+	1289	837	798	821	678	1163	860	690	3582	677	492	1902	1011
Phatr3_J42603	1	557864	559481	-	1618	79	60	70	31	72	35	92	432	92	240	778	265
Phatr3_J42604	1;1	560131;560537	560457;560608	-;-	399	232	135	155	75	52	51	256	1407	209	216	851	353
Phatr3_J42605	1	561828	562253	+	426	179	168	150	176	239	183	177	802	180	199	643	245
Phatr3_EG01879	1	562426	562662	-	237	304	290	310	352	337	508	238	1288	232	228	715	381
Phatr3_J42606	1	563523	564929	+	1407	888	707	920	620	982	674	587	2861	518	672	2337	1284
Phatr3_J8167	1	565068	565460	-	393	28	15	17	30	55	28	50	194	41	75	297	103
Phatr3_J31632	1	566412	567152	+	741	205	260	234	119	186	79	211	913	168	1361	5097	2103
Phatr3_J9123	1;1	567720;568312	568202;570384	+;+	2556	1617	1313	1325	2059	3443	1660	1666	7573	1263	1579	5983	3437
Phatr3_J42608	1	571213	571911	+	699	290	238	247	387	739	432	435	1417	425	392	1597	757
Phatr3_J42609	1	572973	574124	-	1152	822	856	834	790	1107	648	945	4438	666	666	2660	1316
Phatr3_EG02202	1;1	574650;575498	575449;576875	-;-	2178	0	0	0	0	2	0	1	0	0	30	93	82
Phatr3_EG02185	1;1	576959;577213	577192;577446	-;-	468	0	0	0	0	1	0	0	0	0	12	18	8
Phatr3_J8835	1;1	578114;578781	578644;580229	+;+	1980	822	658	765	574	813	718	748	3415	649	657	2179	1175
Phatr3_J42611	1	580442	581311	-	870	254	243	255	202	279	217	155	819	177	207	814	411
Phatr3_J42612	1	582024	582749	+	726	4957	5556	6275	1582	2708	2173	2701	13033	2483	2082	7740	4063
Phatr3_J42613	1	583241	584833	-	1593	131	147	155	111	169	94	63	294	68	148	560	297
Phatr3_J42614	1	585774	590360	-	4587	707	661	638	541	924	540	528	2526	518	603	2134	1126
Phatr3_J3241	1;1;1;1	592136;593042;593414;595041	592963;593331;594965;595255	+;+;+;+	2885	1945	1840	2109	1424	2378	1782	1843	8333	1641	1581	5926	3280
Phatr3_J42616	1	595270	602220	-	6951	1132	1173	1146	1135	1812	1024	1000	5217	817	975	3679	2258
Phatr3_J9327	1;1	602747;605412	605315;605659	-;-	2817	743	638	778	243	457	220	912	4245	758	557	1894	892
Phatr3_EG01793	1;1	606444;606526	606458;607203	+;+	693	581	389	384	772	956	849	511	2458	263	348	1327	710
Phatr3_J17324	1	606451	607170	-	720	71	50	27	71	97	86	52	280	31	27	116	38
Phatr3_J9199	1	607961	608416	+	456	3507	3570	3568	4445	5372	5908	3106	15488	2168	1965	8525	4526
Phatr3_J42619	1;1;1	608926;609210;609652	609123;609613;610605	+;+;+	1556	498	436	459	317	432	278	388	2406	400	469	1848	912
Phatr3_J17326	1;1	610942;611758	611521;611852	-;-	675	1489	2340	2872	223	308	473	687	2964	714	410	2145	854
Phatr3_EG01749	1;1	610985;611077	611071;611610	+;+	621	2	0	0	0	0	1	0	2	1	0	6	1
Phatr3_J31649	1;1	614897;615758	615678;615791	-;-	816	608	518	426	458	727	408	508	2619	379	548	2131	1076
Phatr3_J31650	1;1;1	616274;617169;617364	617078;617307;618192	-;-;-	1773	1923	2257	2037	2179	2967	2471	2673	12582	2369	720	2693	1456
Phatr3_J41659	1;1;1	619397;619664;620672	619547;620592;621655	-;-;-	2064	1399	1688	1797	3744	4822	3826	1504	7041	1280	1468	5742	2975
Phatr3_J31652	1;1	622282;622426	622372;623339	-;-	1005	84	94	110	104	173	75	135	498	113	95	351	167
Phatr3_J17332	1	623947	625104	+	1158	1616	1445	1448	1655	2553	2048	1504	7375	1115	1692	6306	3178
Phatr3_J4761	1	625223	626023	-	801	430	325	387	286	281	194	182	803	158	91	339	254
Phatr3_J42624	1;1;1;1	626596;631748;632253;632745	631555;631843;632613;632865	-;-;-;-	5538	2200	2055	2112	1888	2956	1718	1803	9334	1637	2047	7069	3811
Phatr3_J42625	1	633392	635713	+	2322	668	654	720	563	927	812	628	3247	647	922	3101	1599
Phatr3_J31657	1	635791	636990	-	1200	16	12	8	6	19	17	8	35	4	20	80	54
Phatr3_J31658	1	637413	638315	-	903	129	122	125	170	288	66	127	791	95	203	817	388
Phatr3_J42626	1	638751	641147	+	2397	1821	1666	1633	2258	3132	2418	1537	8060	1047	1057	3889	2412
Phatr3_J17335	1	641244	643112	-	1869	347	284	304	497	622	506	240	1112	191	203	750	420
Phatr3_J3851	1	643670	645139	+	1470	538	375	522	429	593	602	489	2130	456	715	2491	1164
Phatr3_J31662	1	645249	646427	-	1179	501	468	415	477	624	541	339	1807	264	205	800	461
Phatr3_J31663	1	647126	647695	+	570	390	330	373	224	443	240	303	2018	281	253	916	441
Phatr3_J8877	1	648559	649761	+	1203	296	303	286	365	434	367	326	2475	282	173	627	422
Phatr3_J31665	1;1;1	649859;650877;651055	650770;650931;651713	-;-;-	1626	252	206	201	153	265	225	168	815	165	176	689	339
Phatr3_J3171	1;1	652046;652987	652897;653409	-;-	1275	891	709	756	630	903	661	689	3683	628	690	2676	1221
Phatr3_J17344	1;1;1;1	653913;654872;655153;655275	654800;655073;655185;656038	+;+;+;+	1887	2649	2088	2093	2606	3171	1575	2871	16634	2050	878	3173	2070
Phatr3_J24474	1	656297	657091	-	795	765	605	671	640	879	768	644	3048	479	675	2431	1293
Phatr3_J9278	1	657488	658774	+	1287	211	231	186	180	269	190	149	696	127	173	628	297
Phatr3_J42635	1;1	658973;659756	659721;659804	-;-	798	289	276	274	183	229	215	207	1084	199	185	674	364
Phatr3_J42636	1;1;1	660269;660620;661174	660527;661052;663175	+;+;+	2694	1054	1068	1145	1009	1548	1346	570	3424	603	723	2751	1476
Phatr3_EG01869	1;1	663347;665190	665053;665210	-;-	1728	2321	2252	2575	3805	6102	5255	2628	9726	1893	4249	14805	7212
Phatr3_J42638	1;1;1	665743;666706;666908	666613;666791;670244	+;+;+	4294	2310	2549	2661	3089	4838	3001	1975	9245	2023	2423	8088	3842
Phatr3_EG01841	1	668060	670027	-	1968	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01822	1	670979	673999	-	3021	3006	3116	3233	3823	5167	4778	2486	11970	1920	1930	7239	4079
Phatr3_J53961	1;1	674729;674960	674749;677023	+;+	2085	279	332	320	327	590	214	196	1154	190	430	1558	815
Phatr3_J8407	1;1	677846;681139	681069;681523	+;+	3609	887	812	793	836	1318	1084	687	3316	657	694	2660	1289
Phatr3_J42642	1	681624	683714	-	2091	150	166	217	190	279	417	137	646	147	163	563	382
Phatr3_J42643	1	684151	687867	+	3717	1650	1628	1786	1823	2673	2027	1840	8419	1424	1624	5729	3191
Phatr3_J42644	1	687889	689298	-	1410	83	85	111	76	134	47	41	193	67	93	336	153
Phatr3_J42645	1	690766	691710	+	945	130	115	129	178	272	132	177	966	130	290	1028	604
Phatr3_J42646	1	691795	692442	-	648	404	409	470	376	551	493	313	1753	300	255	845	364
Phatr3_J42647	1	693310	694479	+	1170	223	299	268	196	257	424	167	905	180	71	367	160
Phatr3_J31683	1;1	695524;696107	695826;697195	+;+	1392	2677	2513	3591	700	1069	957	1404	6024	1368	4578	19158	7787
Phatr3_J31684	1;1	697638;698312	698237;698353	+;+	642	142	152	150	163	201	131	128	649	99	128	555	275
Phatr3_EG01814	1;1	698365;698887	698679;699342	-;-	771	228	257	194	232	302	226	223	1155	179	253	836	413
Phatr3_J42649	1	699931	700476	-	546	382	297	380	403	496	276	460	2339	317	513	1879	901
Phatr3_J42650	1	700986	703376	+	2391	1328	1305	1309	1361	2014	1495	908	4423	728	933	3411	2172
Phatr3_J17362	1;1	703495;704127	704030;704163	-;-	573	539	539	600	299	460	477	567	3032	500	551	2279	962
Phatr3_J24493	1;1	704582;704826	704733;705555	+;+	882	1306	1025	1189	1142	1244	1527	821	3739	582	593	2205	1342
Phatr3_EG02175	1;1	705719;705844	705838;705930	+;+	207	52	59	74	21	41	38	35	259	68	65	262	156
Phatr3_EG02169	1;1	705959;707072	706978;707107	+;+	1056	515	514	470	185	319	240	333	1847	408	374	1305	681
Phatr3_EG02171	1	707807	708889	+	1083	985	938	927	956	1447	804	615	2871	623	655	2219	1331
Phatr3_J42654	1	709060	709566	-	507	765	734	728	753	1183	881	674	3380	547	678	2511	1167
Phatr3_EG01818	1;1;1	711245;711455;712099	711372;712001;712875	-;-;-	1452	590	539	540	366	662	328	444	2248	413	410	1695	832
Phatr3_J9639	1;1;1	713179;713520;714479	713437;714420;715346	-;-;-	2028	276	318	337	290	482	244	214	1070	167	310	1125	675
Phatr3_J42656	1;1	715811;716607	716513;716941	-;-	1038	415	462	469	521	775	382	378	1607	313	1094	3464	1891
Phatr3_J31693	1;1	718769;718876	718814;719189	+;+	360	214	193	184	70	136	65	88	567	98	862	2916	1128
Phatr3_J8663	1	719412	720308	-	897	779	621	554	716	1047	805	586	2925	483	757	2891	1502
Phatr3_J9197	1;1	720829;720967	720882;721107	+;+	195	345	272	372	686	535	560	418	2013	341	266	860	423
Phatr3_J9168	1	721301	721561	-	261	85	67	112	138	112	110	94	389	82	68	174	86
Phatr3_J17372	1;1	722118;722350	722270;722646	-;-	450	444	399	400	339	459	338	403	2126	318	392	1577	827
Phatr3_J42658	1	723022	724494	+	1473	624	537	586	617	823	548	547	2652	348	603	1879	1106
Phatr3_J42659	1;1	724575;725290	725202;725510	-;-	849	551	524	528	212	358	275	745	3526	581	1061	4326	1684
Phatr3_J5466	1	726053	727030	+	978	590	642	553	562	677	988	452	1879	387	441	1704	838
Phatr3_J42660	1	727105	728004	-	900	244	196	233	154	246	185	180	825	169	229	773	398
Phatr3_EG01774	1;1	728577;729086	729033;729717	+;+	1089	510	547	455	239	434	185	311	1419	227	220	782	506
Phatr3_J53964	1;1;1;1	729829;730769;732190;732658	730695;732112;732586;733202	-;-;-;-	3153	1113	999	1050	1073	1871	1094	999	4021	844	1199	4205	2388
Phatr3_J42663	1	733965	735668	-	1704	1321	1269	1163	1045	1753	945	1310	6572	959	1336	5061	2404
Phatr3_EG02403	1;1;1	736295;736459;738376	736357;738180;738858	+;+;+	2268	1431	1500	1657	1722	2581	2671	934	4658	1021	1214	4201	2251
Phatr3_EG01821	1;1	739496;739636	739583;739766	-;-	219	15	17	19	42	85	43	12	71	11	37	70	40
Phatr3_J31704	1	739810	740382	-	573	608	551	465	611	931	684	500	2327	293	567	2067	1150
Phatr3_EG01809	1	741574	743913	+	2340	54	50	64	68	110	85	36	168	41	54	143	104
Phatr3_EG02479	1	741766	743913	+	2148	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02434	1;1	744006;744618	744578;745073	-;-	1029	889	767	801	880	1154	1094	588	2912	458	473	1782	1035
Phatr3_J42668	1	745428	746915	-	1488	94	86	85	67	83	90	113	621	126	137	489	212
Phatr3_J5889	1	747354	748286	-	933	267	234	289	276	336	278	254	1307	300	225	967	469
Phatr3_J42670	1	748778	749488	+	711	486	451	361	661	968	664	383	1835	280	418	1587	808
Phatr3_J42671	1;1	750031;751448	751440;751537	+;+	1500	588	508	488	778	1099	604	437	2290	393	449	1771	810
Phatr3_J42672	1;1	752146;753233	753005;753269	+;+	897	406	394	421	610	864	579	481	2160	352	509	1955	1035
Phatr3_J42673	1	753422	755839	-	2418	994	1017	1201	901	1374	1541	770	3292	703	896	3239	1806
Phatr3_J31713	1	756294	756806	+	513	159	184	193	145	156	176	121	657	113	118	403	197
Phatr3_J8658	1;1	758542;759253	759180;759702	+;+	1089	415	373	420	371	511	332	290	1420	323	255	886	443
Phatr3_J42675	1;1	760046;761531	761458;762229	+;+	2112	1123	1040	1187	1234	1852	1147	1009	4905	714	1196	4281	2326
Phatr3_J42676	1	762671	763387	+	717	392	301	245	425	648	403	312	1592	160	385	1405	694
Phatr3_J42677	1	763427	764980	-	1554	1836	1635	1471	1346	1992	1311	1173	6273	863	971	3442	2245
Phatr3_J31718	1;1;1	765751;765916;766752	765812;766687;767417	+;+;+	1500	2415	2198	2201	3515	5522	4278	1915	9228	1179	1322	4725	2950
Phatr3_J53967	1	767630	768373	-	744	150	240	189	67	104	43	165	814	170	216	902	363
Phatr3_J9164	1	770516	770899	-	384	471	378	372	350	575	326	414	2187	292	309	1217	489
Phatr3_J42680	1	771335	773194	+	1860	502	505	487	601	1042	386	209	1124	178	349	1126	831
Phatr3_J31722	1	773262	773987	-	726	296	254	234	233	336	176	325	1572	234	311	1211	663
Phatr3_J9251	1	774615	775394	+	780	458	486	477	285	550	314	428	2114	327	555	2189	1022
Phatr3_J17401	1;1	775575;776955	776867;777140	-;-	1479	1076	913	1169	1360	2220	1573	942	4817	816	990	3400	1730
Phatr3_J31725	1	777708	779810	+	2103	1536	1620	1790	2060	2718	2495	1342	6560	1008	928	3504	1747
Phatr3_J42683	1	779867	782464	-	2598	619	691	766	787	1217	731	714	3675	551	902	3064	1628
Phatr3_J1550	1	783587	786124	+	2538	683	615	692	650	1028	828	418	2530	425	464	1737	835
Phatr3_J42685	1;1	786719;788894	788802;789485	-;-	2676	104	102	101	130	223	95	79	361	68	205	696	340
Phatr3_J42686	1	791781	792197	-	417	26	17	21	12	24	12	17	106	25	70	243	112
Phatr3_J42687	1;1	792976;794341	794262;795450	+;+	2397	950	966	968	987	1524	919	811	4085	670	921	3324	1730
Phatr3_J31731	1	795826	796953	-	1128	480	511	495	737	1452	768	397	2063	308	613	1931	1034
Phatr3_EG02466	1;1	797875;799035	798931;800278	+;+	2301	1676	1629	1630	1186	2000	1026	1858	8810	1682	1450	5303	2875
Phatr3_J42689	1;1	800372;800902	800858;805565	-;-	5151	7092	6027	6864	6399	8605	4779	4821	23954	3555	5231	17273	10961
Phatr3_J42690	1	806394	807707	-	1314	440	477	459	438	729	616	289	1402	310	305	1151	564
Phatr3_J53969	1;1;1	808636;810493;812646	810375;812562;813194	+;+;+	4359	2489	2963	2919	2358	4769	1790	1534	7162	1172	1661	5263	4508
Phatr3_J17408	1;1;1	812646;813013;813246	812904;813163;817191	-;-;-	4356	1240	1272	1309	1118	1681	1435	918	4529	958	783	2621	1567
Phatr3_J6915	1	821206	825771	+	4566	991	984	1036	1137	1837	977	786	4407	659	1139	3900	2221
Phatr3_J42694	1	825811	828543	-	2733	1163	1036	1042	972	1569	788	1090	5966	866	1131	4111	2243
Phatr3_J41667	1	829107	830108	+	1002	459	438	414	414	883	370	319	1645	288	530	1685	892
Phatr3_J31740	1	830179	831021	-	843	98	112	136	85	142	99	108	538	125	95	328	208
Phatr3_J31741	1	831447	831986	+	540	116	91	114	102	160	104	138	521	97	98	360	159
Phatr3_J8976	1;1;1	831996;832449;832630	832324;832526;832645	-;-;-	423	1304	1130	1342	1753	2388	1990	1173	6415	883	874	3431	1529
Phatr3_EG02477	1	833164	833781	+	618	8514	9932	9771	10258	12386	14516	7437	39753	5550	3140	14230	8375
Phatr3_J42697	1;1	834993;836165	836044;836534	-;-	1422	5656	5989	6007	5678	12043	4171	2954	14538	2299	6562	21041	16435
Phatr3_J42698	1	838619	840469	-	1851	211	207	170	178	231	137	142	789	132	284	919	514
Phatr3_J42699	1	841009	842400	+	1392	325	328	339	79	133	65	244	1390	259	261	839	494
Phatr3_J24547	1	842674	844980	-	2307	1126	1047	1218	1018	1667	1037	798	4016	731	941	3343	1881
Phatr3_J31748	1;1	845524;846166	846063;846618	+;+	993	353	284	315	243	408	282	174	1099	173	232	709	393
Phatr3_J42701	1	846721	848034	-	1314	248	251	263	178	254	191	207	1229	242	235	906	391
Phatr3_EG02470	1	848770	849447	+	678	235	176	202	197	270	350	172	983	206	185	779	333
Phatr3_J9200	1	849657	851348	-	1692	1333	1254	1195	1220	1887	1190	1087	5320	959	1024	3637	1818
Phatr3_EG02473	1;1	852347;852552	852490;852971	+;+	564	187	179	179	167	241	127	193	873	146	215	722	404
Phatr3_J31753	1	853472	854044	+	573	94	56	89	59	104	48	77	381	50	99	291	174
Phatr3_EG02172	1;1	854703;854986	854880;856031	+;+	1224	746	771	925	362	591	446	756	3511	622	812	2822	1366
Phatr3_EG02178	1;1	856218;856895	856806;857145	+;+	840	437	452	500	164	254	238	354	2061	367	331	1370	521
Phatr3_J9277	1	857212	858243	-	1032	104	107	96	86	175	76	75	370	68	92	292	185
Phatr3_J42708	1	858800	860521	+	1722	362	322	335	271	423	234	184	1230	224	158	637	341
Phatr3_J9547	1;1;1	860881;861152;861579	861066;861475;862190	+;+;+	1122	191	215	207	211	285	134	116	710	119	191	714	353
Phatr3_J8720	1	862416	862766	-	351	489	334	377	428	525	688	387	1997	376	271	1101	476
Phatr3_EG01773	1;1	863609;863934	863660;864280	+;+	399	911	693	1048	908	934	1034	714	3758	599	640	2128	1164
Phatr3_J9427	1	864323	864835	-	513	117	98	96	115	203	94	102	658	83	108	482	165
Phatr3_J9490	1;1	865289;866200	866122;867015	-;-	1650	231	167	188	538	767	462	198	1013	163	484	2047	894
Phatr3_J42712	1;1;1	867510;867781;867913	867632;867825;868404	+;+;+	660	1791	1748	1751	2729	3901	2333	1569	7912	1253	1734	6789	3483
Phatr3_J31763	1	868766	869593	-	828	196	210	169	220	314	271	156	844	140	147	737	286
Phatr3_J31764	1;1	870442;871421	871338;872170	+;+	1647	166	139	133	224	315	211	136	636	116	241	950	425
Phatr3_J8686	1;1	872544;872985	872897;873077	-;-	447	9506	7375	8532	8101	12007	10438	8328	47300	6007	3621	17176	7303
Phatr3_EG02471	1;1	873885;875150	875080;875720	+;+	1767	932	1009	1003	1089	1542	1082	561	3014	540	624	2099	1352
Phatr3_J6927	1;1	876653;877028	876843;878468	+;+	1632	1060	1063	947	876	1322	861	776	3988	650	689	2657	1180
Phatr3_J31768	1	879524	880378	+	855	742	712	790	887	1289	1186	650	3255	492	482	1776	853
Phatr3_J6258	1	881362	884016	+	2655	2734	2854	2726	3773	5073	4092	2285	12692	1352	1441	6185	3613
Phatr3_J8940	1	885800	886495	-	696	242	195	201	81	124	122	168	1123	178	108	451	250
Phatr3_J9011	1;1	887088;887424	887348;887747	+;+	585	523	428	459	472	737	468	551	2384	416	501	1957	887
Phatr3_J31772	1	887744	889024	-	1281	149	158	145	150	241	103	67	403	60	143	497	243
Phatr3_J42720	1;1	889474;890968	890930;891661	-;-	2151	233	279	294	204	372	208	151	739	179	271	955	564
Phatr3_J42721	1	892348	894669	+	2322	3572	3028	3181	2928	4149	2323	1697	7434	1397	2237	6925	5259
Phatr3_J42722	1;1	894755;896163	896074;896780	-;-	1938	1996	2447	2439	1336	1991	1313	3220	15958	3293	2095	7041	3480
Phatr3_EG02478	1;1	898239;898646	898585;898847	+;+	549	278	263	256	178	305	149	299	1444	227	238	1090	461
Phatr3_EG02480	1	898883	899065	+	183	22	21	19	46	68	32	11	91	20	14	73	26
Phatr3_EG02433	1;1	899131;899542	899472;900423	-;-	1224	735	709	690	801	1067	681	706	3096	564	859	3249	1759
Phatr3_J1784	1;1	900608;901844	901734;902408	-;-	1692	1488	1136	1251	658	953	673	1146	5080	942	740	2598	1502
Phatr3_J31778	1	902951	904036	+	1086	492	439	403	454	634	368	550	2549	441	486	1857	1040
Phatr3_J8717	1	904583	905977	+	1395	713	667	713	455	687	543	670	3255	590	501	2049	1044
Phatr3_J42726	1;1;1;1	906036;907063;908478;908669	906981;908382;908554;908770	-;-;-;-	2445	2113	2476	2541	2619	4935	2199	795	3807	820	1164	4196	3116
Phatr3_J31781	1	909383	910522	+	1140	167	215	209	142	295	140	80	440	79	109	332	232
Phatr3_J3362	1	910766	912226	-	1461	842	943	1021	878	1349	1281	690	2722	671	763	3006	1479
Phatr3_J8950	1;1;1	913395;913716;914357	913475;914253;915255	+;+;+	1518	4320	3849	4009	1565	2447	2617	2586	13353	1984	1957	7744	3548
Phatr3_EG01868	1;1	913712;914324	914079;914369	-;-	414	0	3	1	5	3	2	4	4	1	0	6	1
Phatr3_J42729	1	915442	918453	-	3012	893	1042	1008	1120	1605	1282	839	4536	596	848	2851	1537
Phatr3_EG02463	1;1;1;1;1	919309;919531;919720;920206;920459	919450;919665;920129;920390;921116	+;+;+;+;+	1530	817	709	646	769	1015	545	664	3445	588	1032	3765	1908
Phatr3_J8657	1	921632	923854	-	2223	726	713	660	555	751	476	501	2561	360	615	2060	1241
Phatr3_J42732	1	924164	925390	+	1227	245	230	210	213	401	183	125	659	112	328	1052	472
Phatr3_J9040	1	925780	927555	+	1776	1002	983	1073	776	1023	1060	928	3990	708	1022	3988	1907
Phatr3_J9255	1;1	928189;928900	928797;929400	+;+	1110	913	1041	996	1093	1750	1595	658	3283	607	577	2318	1184
Phatr3_J42734	1	929599	930672	-	1074	482	329	415	355	570	299	313	1844	310	455	1717	889
Phatr3_J42735	1;1	931544;931787	931714;934006	-;-	2391	1395	1410	1426	1438	2126	1600	1241	5874	1048	1233	4501	2356
Phatr3_EG02467	1	934815	935702	+	888	492	438	426	339	549	275	533	2960	453	609	2560	983
Phatr3_J3527	1	936501	937784	+	1284	789	851	835	785	1293	1089	623	3197	723	634	2142	919
Phatr3_EG02468	1	938289	939707	+	1419	1446	1448	1203	1485	2124	1223	1767	8591	1316	1680	6252	3107
Phatr3_EG02476	1;1	940590;940733	940664;941335	+;+	678	237	160	196	161	228	182	180	920	185	186	791	313
Phatr3_J42740	1;1	942051;942757	942683;942996	-;-	873	345	360	320	352	487	267	332	1772	259	414	1377	684
Phatr3_EG02469	1	943420	945648	+	2229	484	523	601	445	816	411	340	1635	315	536	1533	945
Phatr3_J42742	1;1	945951;946545	946099;946716	-;-	321	1690	1386	1706	553	867	597	1541	8594	1313	728	2887	1177
Phatr3_J42743	1;1	947126;947743	947673;948775	+;+	1581	1108	981	972	799	1359	531	635	2676	384	493	1737	1579
Phatr3_EG01876	1;1	948428;948670	948634;948717	-;-	255	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J42744	1	949447	950418	-	972	73	64	69	53	103	43	103	575	106	128	548	240
Phatr3_J8917	1	950672	952789	+	2118	302	242	242	271	412	207	229	1570	248	431	1622	765
Phatr3_J42746	1;1	953007;953449	953279;953490	-;-	315	234	232	217	108	223	113	365	1854	297	378	1113	688
Phatr3_J24610	1;1	953834;954353	953998;955345	+;+	1158	6036	5399	6097	2349	4037	4446	3634	20427	3570	2783	11121	5154
Phatr3_EG01852	1;1	955564;956235	956100;956372	-;-	675	3240	2986	3019	2913	4617	3363	2493	12681	1651	2797	11754	6322
Phatr3_J9266	1	957311	957985	+	675	59	45	61	41	89	47	73	331	57	325	1364	522
Phatr3_J42749	1;1	958557;958611	958569;961621	+;+	3024	1725	1707	1768	1592	2302	1376	1298	6527	1011	1377	4974	2785
Phatr3_J42750	1;1	961682;963393	963325;963713	-;-	1965	735	955	794	921	1538	678	405	2275	352	749	2290	1681
